"X.ppt_224428.","X.E5FXB3tr.Glycine.rich.RNA.binding.protein..Sequoia.sempervirens..California.redwood...Taxodium.sempervirens..","X.GO.0006397..GO.0051252..GO.0003729..GO.0005634..GO.1990904.","X.NO.H."
"ppt_234175","Q43729sp=Peroxidase 57 Arabidopsis thaliana (Mouse-ear cress)","GO:0008152, GO:0009987, GO:0050896, GO:0004601, GO:0005488, GO:0009505, GO:0009506","HUB"
"ppt_255969","---NA---","","HUB"
"ppt_81719","---NA---","","HUB"
"ppt_209780","---NA---","","HUB"
"ppt_61322","Q5CCT8tr=Phospholipase A2  Nicotiana tabacum (Common tobacco)","GO:0006644, GO:0016042, GO:0050482, GO:0004623, GO:0005509, GO:0005515, GO:0008289, GO:0005576, GO:0005773, GO:0005794","HUB"
"ppt_5878","A0A078HG47tr=BnaA03g11550D protein  Brassica napus (Rape)","GO:0016020, GO:0016021","HUB"
"ppt_240930","A7PZL3sp=Probable polygalacturonase Vitis vinifera (Grape)","GO:0005975, GO:0004650, GO:0016021","HUB"
"ppt_117819","---NA---","","HUB"
"ppt_215696","A0A176VW85tr=Uncharacterized protein  Marchantia polymorpha subsp. polymorpha","GO:0046872, GO:0005576","HUB"
"ppt_215705","A0A176VW85tr=Uncharacterized protein  Marchantia polymorpha subsp. polymorpha","GO:0046872, GO:0005576","HUB"
"ppt_87713","Q58FS3sp=Transcription factor RADIALIS Antirrhinum majus (Garden snapdragon)","GO:0009908, GO:0048262","HUB"
"ppt_126274","A0A0C9SA39sp=Purple acid phosphatase  Wollemia nobilis","GO:0016311, GO:0003993, GO:0046872, GO:0016020","HUB"
"ppt_121847","A9P193tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0016021","HUB"
"ppt_202176","A0A0C9QPK0tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_14653_2213 transcribed RNA sequence  Wollemia nobilis","GO:0006468, GO:0004672, GO:0005524, GO:0016020, GO:0016021","HUB"
"ppt_45453","---NA---","","HUB"
"ppt_146194","G9L7U1tr=Lipoxygenase 2  Taxus wallichiana var. chinensis (Chinese yew) (Taxus chinensis)","GO:0031408, GO:0055114, GO:0016702, GO:0046872","HUB"
"ppt_148738","---NA---","","HUB"
"ppt_220543","P19171sp=Basic endochitinase B Arabidopsis thaliana (Mouse-ear cress)","GO:0005975, GO:0006032, GO:0016998, GO:0046686, GO:0050832, GO:0004568, GO:0005774, GO:0005829","HUB"
"ppt_215695","A0A176VW85tr=Uncharacterized protein  Marchantia polymorpha subsp. polymorpha","GO:0046872, GO:0005576","HUB"
"ppt_134265","---NA---","","HUB"
"ppt_155402","---NA---","","HUB"
"ppt_67420","---NA---","","HUB"
"ppt_37547","A5AK27tr=Putative uncharacterized protein  Vitis vinifera (Grape)","GO:0006281, GO:0090305, GO:0003677, GO:0004519","HUB"
"ppt_37549","A5AK27tr=Putative uncharacterized protein  Vitis vinifera (Grape)","GO:0006281, GO:0090305, GO:0003677, GO:0004519","HUB"
"ppt_167881","O65013tr=Pollen allergen  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0005576","HUB"
"ppt_113626","---NA---","","HUB"
"ppt_44233","A0A061F976tr=Pathogenesis-related protein P2  Theobroma cacao (Cacao) (Cocoa)","GO:0006468, GO:0042742, GO:0050832, GO:0004672, GO:0005524","HUB"
"ppt_112360","---NA---","","HUB"
"ppt_157799","---NA---","","HUB"
"ppt_183649","G9B4F0tr=Class VII chitinase  Pinus contorta (Shore pine) (Lodgepole pine)","GO:0005975, GO:0006032, GO:0016998, GO:0004568","HUB"
"ppt_62831","B8LKN6tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_159494","---NA---","","HUB"
"ppt_128375","U5GE53tr=Glyoxal oxidase-related family protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","","HUB"
"ppt_193668","C0PST5tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_209365","---NA---","","HUB"
"ppt_161408","Q8L7R2sp=Homoserine kinase Arabidopsis thaliana (Mouse-ear cress)","GO:0006811, GO:0009086, GO:0009088, GO:0009617, GO:0009620, GO:0000166, GO:0004413, GO:0005542, GO:0009570, GO:0016020","HUB"
"ppt_101057","B9GQM6tr=Core region of GTP cyclohydrolase I family protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0006729, GO:0003934, GO:0005525, GO:0008270, GO:0005737","HUB"
"ppt_193471","A9RIS8tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0010032, GO:0051306, GO:2001022, GO:0003682, GO:0000796, GO:0005634","HUB"
"ppt_83753","---NA---","","HUB"
"ppt_138827","---NA---","","HUB"
"ppt_225381","---NA---","","HUB"
"ppt_156582","---NA---","","HUB"
"ppt_62829","B8LKN6tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_60741","A0A0C9RQC7tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_25448_1281 transcribed RNA sequence  Wollemia nobilis","GO:0008270","HUB"
"ppt_61271","---NA---","","HUB"
"ppt_190571","A0A199UWD5tr=Serine/threonine-protein kinase EDR1  Ananas comosus (Pineapple) (Ananas ananas)","GO:0016310, GO:0004674, GO:0005737, GO:0016020","HUB"
"ppt_91034","---NA---","","HUB"
"ppt_101055","B9GQM6tr=Core region of GTP cyclohydrolase I family protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0006729, GO:0003934, GO:0005525, GO:0008270, GO:0005737","HUB"
"ppt_106094","A9T5I8tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","","HUB"
"ppt_156295","---NA---","","HUB"
"ppt_138405","A0A061GSJ2tr=Plant intracellular ras group-related LRR 6  Theobroma cacao (Cacao) (Cocoa)","","HUB"
"ppt_193470","A0A151SKE9tr=Condensin-2 complex subunit H2  Cajanus cajan (Pigeon pea) (Cajanus indicus)","GO:0010032, GO:0051306, GO:0003682, GO:0000796, GO:0005634","HUB"
"ppt_240666","---NA---","","HUB"
"ppt_174860","---NA---","","HUB"
"ppt_199401","W9SPW2tr=Helicase protein MOM1  Morus notabilis","GO:0004386, GO:0005524, GO:0046872, GO:0005634, GO:0009506","HUB"
"ppt_220537","C0LNR1tr=Chitinase Ib  Chimonanthus praecox","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_79826","B9HU77tr=Uncharacterized protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","","HUB"
"ppt_140462","F6HGU6sp=Phenylalanine ammonia-lyase  Vitis vinifera (Grape)","GO:0006559, GO:0009800, GO:0016740, GO:0045548, GO:0005737","HUB"
"ppt_91041","---NA---","","HUB"
"ppt_93059","D5AAV5tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003690","HUB"
"ppt_78080","---NA---","","HUB"
"ppt_62834","W1PNX0tr=Uncharacterized protein  Amborella trichopoda","GO:0009451, GO:0043231","HUB"
"ppt_171818","---NA---","","HUB"
"ppt_66097","Q10QE5tr=Retrotransposon protein, putative, unclassified  Oryza sativa subsp. japonica (Rice)","GO:0050794, GO:0050896, GO:0005488","HUB"
"ppt_168204","A0A0K0M6X9tr=GASA2  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","","HUB"
"ppt_225975","---NA---","","HUB"
"ppt_124768","---NA---","","HUB"
"ppt_227166","A9NUR2sp=Beta-galactosidase  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0005975, GO:0004565, GO:0030246, GO:0005618, GO:0005773","HUB"
"ppt_73932","---NA---","","HUB"
"ppt_131745","---NA---","","HUB"
"ppt_126359","A4ZDL6sp=Antifungal protein ginkbilobin-2 Ginkgo biloba (Ginkgo) (Maidenhair tree)","GO:0009737, GO:0012502, GO:0031640, GO:0042742, GO:0050832, GO:0003779, GO:0005537, GO:0019828, GO:0005615","HUB"
"ppt_156288","---NA---","","HUB"
"ppt_86565","---NA---","","HUB"
"ppt_130641","D3IZ06tr=Thaumatin-like protein L2  Pinus monticola (Western white pine) (Strobus monticola)","GO:0016021","HUB"
"ppt_57936","B8LQA8tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0008270","HUB"
"ppt_45400","---NA---","","HUB"
"ppt_112655","A0A078FPF4tr=BnaC04g47810D protein  Brassica napus (Rape)","GO:1903424, GO:1903425, GO:0005886","HUB"
"ppt_182955","Q8GWQ2sp=AT-hook motif nuclear-localized protein 20  Arabidopsis thaliana (Mouse-ear cress)","GO:0007275, GO:0031323, GO:0045824, GO:0051171, GO:0060255, GO:0080090, GO:1900425, GO:0003677","HUB"
"ppt_48089","---NA---","","HUB"
"ppt_128721","A0A0C9RK08sp=Bidirectional sugar transporter SWEET  Wollemia nobilis","GO:0008643, GO:0005886, GO:0016020, GO:0016021","HUB"
"ppt_94882","---NA---","","HUB"
"ppt_42840","---NA---","","HUB"
"ppt_102141","A0A0D6R5V7sp=Protein DETOXIFICATION  Araucaria cunninghamii (Hoop pine) (Moreton Bay pine)","GO:0042908, GO:0055085, GO:0015297, GO:0042910, GO:0016021","HUB"
"ppt_74342","A9NW02tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0005543","HUB"
"ppt_231629","---NA---","","HUB"
"ppt_66357","A9NPT6tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","","HUB"
"ppt_156217","---NA---","","HUB"
"ppt_57934","B8LQA8tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0008270","HUB"
"ppt_72461","A0A151QR46tr=LINE-1 reverse transcriptase isogeny  Cajanus cajan (Pigeon pea) (Cajanus indicus)","GO:0005992, GO:0006278, GO:0006355, GO:0090502, GO:0003676, GO:0003700, GO:0003824, GO:0003964, GO:0004523","HUB"
"ppt_62832","W1PNX0tr=Uncharacterized protein  Amborella trichopoda","GO:0009451, GO:0043231","HUB"
"ppt_114798","Q40862tr=Late embryogenesis abundant protein  Picea glauca (White spruce) (Pinus glauca)","","HUB"
"ppt_246193","---NA---","","HUB"
"ppt_143374","---NA---","","HUB"
"ppt_246289","A9P139tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0032875","HUB"
"ppt_202174","A0A0C9QPK0tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_14653_2213 transcribed RNA sequence  Wollemia nobilis","GO:0006468, GO:0004672, GO:0005524, GO:0016020, GO:0016021","HUB"
"ppt_113013","A0A0K8TUN5tr=Cytochrome P450 CYP750A10  Picea glauca (White spruce) (Pinus glauca)","GO:0055114, GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0016021","HUB"
"ppt_230636","---NA---","","HUB"
"ppt_85936","---NA---","","HUB"
"ppt_132263","---NA---","","HUB"
"ppt_234179","Q43729sp=Peroxidase 57 Arabidopsis thaliana (Mouse-ear cress)","GO:0008152, GO:0009987, GO:0050896, GO:0004601, GO:0005488, GO:0009505, GO:0009506","HUB"
"ppt_186900","Q6WSS1tr=Class IV chitinase Chia4-Pa1.3  Picea abies (Norway spruce) (Picea excelsa)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_132256","---NA---","","HUB"
"ppt_140067","E7EAQ2tr=Asparagine synthetase  Pinus pinaster (Maritime pine)","GO:0006529, GO:0006541, GO:0004066, GO:0005524, GO:0005829","HUB"
"ppt_140003","---NA---","","HUB"
"ppt_195970","---NA---","","HUB"
"ppt_278857","---NA---","","HUB"
"ppt_198755","A0A1D1YSA6tr=Putative germin-like protein 2-1  Anthurium amnicola","GO:0046872, GO:0005576, GO:0005618","HUB"
"ppt_100065","A0A0G7ZNR1tr=Cytochrome P450 CYP750A27v2  Picea glauca (White spruce) (Pinus glauca)","GO:0055114, GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0016021","HUB"
"ppt_163365","---NA---","","HUB"
"ppt_177674","---NA---","","HUB"
"ppt_50281","---NA---","","HUB"
"ppt_169536","---NA---","","HUB"
"ppt_214833","---NA---","","HUB"
"ppt_130642","D3IZ06tr=Thaumatin-like protein L2  Pinus monticola (Western white pine) (Strobus monticola)","GO:0016021","HUB"
"ppt_234178","Q43729sp=Peroxidase 57 Arabidopsis thaliana (Mouse-ear cress)","GO:0008152, GO:0009987, GO:0050896, GO:0004601, GO:0005488, GO:0009505, GO:0009506","HUB"
"ppt_156305","---NA---","","HUB"
"ppt_115685","A0A061F2Y9tr=Pathogenesis-related protein P2 isoform 1  Theobroma cacao (Cacao) (Cocoa)","GO:0042742, GO:0050832","HUB"
"ppt_215702","A0A176VW85tr=Uncharacterized protein  Marchantia polymorpha subsp. polymorpha","GO:0046872, GO:0005576","HUB"
"ppt_113009","A0A0K8TUN5tr=Cytochrome P450 CYP750A10  Picea glauca (White spruce) (Pinus glauca)","GO:0055114, GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0016021","HUB"
"ppt_113293","A0A0C9S5I9tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_12760_705 transcribed RNA sequence  Wollemia nobilis","GO:0030001, GO:0046872","HUB"
"ppt_126091","M0TV37tr=Uncharacterized protein  Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis)","GO:0000160, GO:0006355, GO:0007165, GO:0003677, GO:0003700, GO:0005634","HUB"
"ppt_126093","M0TV37tr=Uncharacterized protein  Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis)","GO:0000160, GO:0006355, GO:0007165, GO:0003677, GO:0003700, GO:0005634","HUB"
"ppt_57450","A0A0C9RJJ7tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_14508_971 transcribed RNA sequence  Wollemia nobilis","","HUB"
"ppt_187663","---NA---","","HUB"
"ppt_207443","Q40374sp=Pathogenesis-related protein PR-1 Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0005615","HUB"
"ppt_241345","A0A167V901tr=Transcription factor MYB30  Picea abies (Norway spruce) (Picea excelsa)","GO:0003677, GO:0005634","HUB"
"ppt_187664","---NA---","","HUB"
"ppt_111344","---NA---","","HUB"
"ppt_85939","---NA---","","HUB"
"ppt_85938","---NA---","","HUB"
"ppt_85937","---NA---","","HUB"
"ppt_183270","---NA---","","HUB"
"ppt_183271","---NA---","","HUB"
"ppt_246198","---NA---","","HUB"
"ppt_195969","---NA---","","HUB"
"ppt_130587","P42813sp=Ribonuclease 1 Arabidopsis thaliana (Mouse-ear cress)","GO:0006401, GO:0009611, GO:0009718, GO:0009867, GO:0016036, GO:0090501, GO:0004521, GO:0005576, GO:0005886","HUB"
"ppt_208603","P18632sp=Pectate lyase 1 Cryptomeria japonica (Japanese cedar) (Cupressus japonica)","GO:0016829","HUB"
"ppt_163366","---NA---","","HUB"
"ppt_143810","SAAS:SAAS00506982} Phaseolus angularis (Azuki bean) (Vigna angularis)","GO:0016491, GO:0110165","HUB"
"ppt_68345","---NA---","","HUB"
"ppt_60090","Q40862tr=Late embryogenesis abundant protein  Picea glauca (White spruce) (Pinus glauca)","","HUB"
"ppt_90973","---NA---","","HUB"
"ppt_90972","---NA---","","HUB"
"ppt_163359","---NA---","","HUB"
"ppt_163358","---NA---","","HUB"
"ppt_255970","---NA---","","HUB"
"ppt_195973","---NA---","","HUB"
"ppt_130611","---NA---","","HUB"
"ppt_67345","---NA---","","HUB"
"ppt_255967","---NA---","","HUB"
"ppt_255965","---NA---","","HUB"
"ppt_89688","A0A176VTI7tr=Uncharacterized protein  Marchantia polymorpha subsp. polymorpha","GO:0030145, GO:0045735, GO:0046872, GO:0005576, GO:0005618, GO:0048046","HUB"
"ppt_93453","Q40862tr=Late embryogenesis abundant protein  Picea glauca (White spruce) (Pinus glauca)","","HUB"
"ppt_172624","G9B4E9tr=Class I chitinase  Pinus contorta (Shore pine) (Lodgepole pine)","GO:0005975, GO:0006032, GO:0016998, GO:0004568, GO:0008061","HUB"
"ppt_215701","A0A176VW85tr=Uncharacterized protein  Marchantia polymorpha subsp. polymorpha","GO:0046872, GO:0005576","HUB"
"ppt_90970","---NA---","","HUB"
"ppt_246195","---NA---","","HUB"
"ppt_152365","---NA---","","HUB"
"ppt_175551","---NA---","","HUB"
"ppt_172399","---NA---","","HUB"
"ppt_100303","A2IA39tr=ACC synthase  Picea engelmannii x Picea glauca","GO:0009058, GO:0003824, GO:0030170","HUB"
"ppt_240762","B9IM28tr=Pathogenesis-related family protein  Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa)","GO:0005576, GO:0005615","HUB"
"ppt_254870","A0A199V5P9tr=Aldehyde dehydrogenase family 2 member C4  Ananas comosus (Pineapple) (Ananas ananas)","GO:0055114, GO:0016620","HUB"
"ppt_119597","---NA---","","HUB"
"ppt_169171","---NA---","","HUB"
"ppt_132261","---NA---","","HUB"
"ppt_132260","---NA---","","HUB"
"ppt_72320","A0A061GQH8tr=STS14 protein, putative  Theobroma cacao (Cacao) (Cocoa)","GO:0016740, GO:0005615","HUB"
"ppt_99796","---NA---","","HUB"
"ppt_99795","---NA---","","HUB"
"ppt_9066","---NA---","","HUB"
"ppt_198752","A0A1D1YSA6tr=Putative germin-like protein 2-1  Anthurium amnicola","GO:0046872, GO:0005576, GO:0005618","HUB"
"ppt_113012","A0A0K8TUN5tr=Cytochrome P450 CYP750A10  Picea glauca (White spruce) (Pinus glauca)","GO:0055114, GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0016021","HUB"
"ppt_100068","A0A0G7ZNS9tr=Cytochrome P450 CYP750A26  Picea glauca (White spruce) (Pinus glauca)","GO:0055114, GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0016021","HUB"
"ppt_130607","---NA---","","HUB"
"ppt_130606","---NA---","","HUB"
"ppt_130609","---NA---","","HUB"
"ppt_130608","---NA---","","HUB"
"ppt_198758","A0A061F0C3tr=Germin-like protein subfamily 1 member 18  Theobroma cacao (Cacao) (Cocoa)","GO:0046872, GO:0005576, GO:0005618","HUB"
"ppt_198754","A9SDF7tr=Germin-like protein  Physcomitrella patens subsp. patens (Moss)","GO:0046872, GO:0005576, GO:0005618","HUB"
"ppt_198751","A9SDF7tr=Germin-like protein  Physcomitrella patens subsp. patens (Moss)","GO:0046872, GO:0005576, GO:0005618","HUB"
"ppt_226341","---NA---","","HUB"
"ppt_132257","---NA---","","HUB"
"ppt_132254","---NA---","","HUB"
"ppt_132255","---NA---","","HUB"
"ppt_132252","---NA---","","HUB"
"ppt_132251","---NA---","","HUB"
"ppt_132258","---NA---","","HUB"
"ppt_102335","A0A0C9S8A9tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_11827_1539 transcribed RNA sequence  Wollemia nobilis","GO:0006508, GO:0004180, GO:0009002, GO:0016787","HUB"
"ppt_130612","---NA---","","HUB"
"ppt_235762","A0A0K8TUN5tr=Cytochrome P450 CYP750A10  Picea glauca (White spruce) (Pinus glauca)","GO:0055114, GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0016021","HUB"
"ppt_81720","---NA---","","HUB"
"ppt_255966","---NA---","","HUB"
"ppt_132259","---NA---","","HUB"
"ppt_75182","Q93V93sp=Peroxidase 44 Arabidopsis thaliana (Mouse-ear cress)","GO:0016491, GO:0110165","HUB"
"ppt_51799","---NA---","","HUB"
"ppt_207416","---NA---","","HUB"
"ppt_114796","Q40862tr=Late embryogenesis abundant protein  Picea glauca (White spruce) (Pinus glauca)","","HUB"
